index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
157,39,housemaid,unknown,basic.6y,unknown,unknown,unknown,cellular,apr,tue,1290,29,999,5,nonexistent,-1.9014957473914709,94.50168614700952,-44.27172739789377,4.323873258057239,5195.8
158,79,unemployed,single,basic.6y,no,unknown,no,cellular,nov,fri,3606,30,999,4,success,-2.3187252524578756,92.63639711387445,-40.79839502482548,1.4002730009024722,4963.6
159,67,student,single,basic.9y,unknown,no,unknown,cellular,nov,wed,1474,42,999,3,failure,-1.0964289307019484,94.21701565732938,-40.3391224639876,4.139924977731868,5191.0
160,48,technician,single,high.school,yes,unknown,no,cellular,sep,mon,2926,40,999,4,success,-2.7088402082699097,92.8317939879665,-43.105073804875545,1.0723145699889611,4963.6
161,42,retired,unknown,university.degree,no,no,yes,telephone,dec,thu,4358,37,999,1,nonexistent,0.3578196852224722,93.64102655275953,-49.51738745955778,4.100542825446079,5228.1
162,24,admin.,unknown,basic.4y,yes,unknown,yes,telephone,sep,thu,3699,37,999,4,nonexistent,-0.27206178042709395,94.23767419592143,-29.725094685147088,1.4091307291778072,5176.3
163,59,self-employed,unknown,basic.9y,unknown,yes,unknown,cellular,jun,fri,4133,48,999,2,success,-1.828228698582081,94.6077988248057,-29.36872885735552,4.882173023721762,5191.0
164,35,self-employed,divorced,professional.course,no,yes,yes,cellular,apr,fri,2614,25,999,3,success,0.051782414432646195,93.99782859173825,-43.975400777563316,4.406511906638804,5195.8
165,22,retired,divorced,university.degree,unknown,unknown,yes,cellular,aug,fri,3512,22,999,1,failure,0.02943904092668248,93.28326569442899,-44.10699699203698,4.67162462186337,5176.3
166,52,blue-collar,married,high.school,yes,no,no,telephone,nov,mon,3462,49,999,6,success,-0.13047706253844282,93.7641914143094,-43.102489675228355,4.211901664549197,5099.1
167,66,housemaid,unknown,basic.4y,no,no,no,telephone,jul,tue,2164,37,999,0,nonexistent,-3.1539063560933442,92.62995059260494,-40.16086737750647,3.721655703832895,4963.6
168,54,retired,divorced,basic.9y,unknown,no,yes,cellular,jul,fri,3294,13,999,1,failure,1.0840370112052482,93.56844132615686,-29.762385910067454,1.828996777212733,5176.3
169,23,self-employed,unknown,illiterate,yes,yes,no,telephone,may,tue,4694,3,999,6,nonexistent,-0.8133384301622439,93.06981847033376,-46.18167508117793,3.6833088440377244,4991.6
170,37,services,married,university.degree,unknown,no,yes,cellular,mar,wed,2764,48,999,5,failure,0.68853733101593,93.5772597123764,-45.721579979146696,1.5274691126660493,5017.5
171,67,housemaid,married,high.school,no,yes,yes,telephone,mar,fri,1525,47,999,6,failure,-1.130780247801833,92.9277824173726,-40.0944291869152,1.935851201216268,4991.6
172,76,unemployed,married,university.degree,yes,yes,no,telephone,mar,fri,2350,5,999,4,failure,-2.114279970047118,92.8594219413625,-39.89512840192596,0.6552328865211741,5191.0
173,55,blue-collar,single,basic.6y,yes,no,unknown,telephone,oct,fri,95,46,999,0,nonexistent,0.774536907920687,92.81211657131513,-44.95740042515445,4.631646232303764,5017.5
174,21,admin.,single,basic.4y,unknown,no,no,telephone,dec,thu,4305,25,999,1,success,-2.9632129962603724,92.452915503949,-27.77083581782478,4.593221670600694,5099.1
175,51,blue-collar,unknown,basic.6y,no,no,unknown,cellular,may,wed,3956,19,999,3,success,-2.389446509643843,94.55746453827771,-31.335269759943742,4.844626590328372,5191.0
176,70,unemployed,married,basic.9y,no,no,yes,telephone,dec,tue,4953,46,999,6,failure,-0.563770038909031,92.46260609739541,-45.92502598460993,3.668043267095279,4963.6
177,25,self-employed,unknown,university.degree,yes,yes,unknown,cellular,apr,tue,3298,24,999,0,success,-1.3908154914785351,92.744801505526,-46.746915197043585,2.948839655839725,5099.1
178,57,retired,single,high.school,yes,no,no,cellular,jun,mon,4762,21,999,0,failure,-0.5813521154179422,93.11158297679552,-38.20979948442476,2.2320248144508197,4963.6
179,33,retired,divorced,university.degree,unknown,unknown,yes,telephone,jul,tue,2993,44,999,3,success,-2.295744488689923,93.07152988513923,-44.13706112299607,3.9859017977778124,4963.6
180,62,self-employed,married,basic.6y,no,no,no,telephone,aug,wed,708,11,999,6,success,-0.621464327606501,94.36128850052583,-35.112117660605776,2.5072765146840688,4963.6
181,60,housemaid,single,basic.9y,no,yes,no,cellular,jun,thu,4112,13,999,6,nonexistent,1.085063517332412,93.55654688725465,-48.62979499029849,0.8629487087208823,5099.1
182,22,admin.,divorced,basic.4y,yes,no,no,telephone,apr,mon,2640,36,999,3,nonexistent,-3.073447231530649,93.9753915880888,-31.557083077317234,0.9712633204537964,5099.1
183,54,admin.,married,basic.9y,unknown,no,unknown,telephone,jul,thu,4484,5,999,5,failure,-0.5437708016388223,94.74999196202805,-39.85573258444909,3.6035055448844413,5008.7
184,65,technician,divorced,basic.9y,no,yes,no,telephone,may,thu,1004,21,999,3,success,-0.2170466417319461,93.93872651438875,-45.83666868899588,4.111119467743762,5099.1
185,23,self-employed,single,basic.4y,unknown,unknown,unknown,cellular,mar,mon,86,22,999,0,failure,-0.582545544777795,93.50171270566314,-50.5815636297676,1.2858259059263806,5228.1
186,45,entrepreneur,married,professional.course,no,no,unknown,cellular,mar,wed,4291,12,999,0,nonexistent,-0.8772062277997845,93.66129838308728,-48.08893806845892,2.3811987525820575,5008.7
187,70,housemaid,unknown,basic.4y,yes,unknown,no,cellular,apr,mon,2003,35,999,0,success,-0.11675329655885491,94.47111926891827,-45.08455535642287,4.438776811560706,5017.5
188,62,services,single,illiterate,unknown,no,yes,telephone,oct,mon,4690,42,999,1,success,0.19769710082796577,92.75560300348312,-27.260668769293737,1.2379015717743562,5017.5
189,49,blue-collar,married,basic.6y,unknown,unknown,no,telephone,dec,tue,174,13,999,0,success,-0.7617530840736513,92.7087809460641,-49.588682238040256,0.7602017253075363,5017.5
190,54,entrepreneur,unknown,basic.6y,unknown,yes,no,telephone,jul,wed,170,24,999,1,success,-1.326694619045285,93.06856935676676,-46.99705438922781,3.5254207124096686,4991.6
191,47,student,divorced,high.school,unknown,no,unknown,telephone,sep,tue,4057,36,999,1,failure,-1.6215939455811592,93.89912938717974,-37.33562056267037,2.3177720983581844,5023.5
192,77,management,unknown,illiterate,yes,yes,yes,cellular,jun,tue,3341,5,999,4,failure,-2.6652430489412553,94.7001629628373,-47.563249532032714,0.8825316413283185,5176.3
193,34,self-employed,divorced,high.school,unknown,no,unknown,telephone,sep,fri,192,16,999,1,failure,-2.1876444311450647,93.23114630262383,-38.66352855061022,4.8735996054687805,5191.0
194,51,admin.,divorced,basic.6y,yes,no,no,cellular,jul,mon,1338,11,999,5,nonexistent,-2.892642620207038,92.27886294761149,-35.50869594730112,3.475554737384914,5228.1
195,38,student,unknown,university.degree,no,unknown,unknown,telephone,jun,mon,1009,6,999,2,success,-0.5779218386287424,92.34274254462365,-42.44441247531677,2.216250489958236,4963.6
196,70,student,married,basic.4y,yes,unknown,unknown,cellular,apr,tue,1505,41,999,1,nonexistent,-1.9632334881222107,92.98410082697197,-36.86093521039577,3.03735365869458,5099.1
197,56,retired,married,professional.course,unknown,unknown,no,cellular,mar,mon,3443,2,999,1,success,-2.2866789507416403,92.22705126405717,-47.12042714204843,1.2855126252676445,4963.6
198,67,retired,unknown,university.degree,unknown,yes,unknown,cellular,nov,tue,1721,39,999,3,success,-1.8047169608095421,94.43890838031984,-43.33678629352534,2.968224557471929,5099.1
199,27,retired,unknown,basic.9y,unknown,yes,yes,cellular,may,mon,1467,35,999,0,failure,-0.1750329978003604,92.64528669512329,-34.94840453518205,1.019618688407168,5017.5
200,21,technician,married,basic.4y,yes,unknown,yes,telephone,jun,thu,2199,36,999,0,failure,-1.6093762351680787,94.10444708675475,-34.94878635504421,4.163620955201766,5195.8
201,41,entrepreneur,unknown,high.school,no,no,unknown,telephone,dec,thu,3146,29,999,0,nonexistent,-3.1861834826384534,93.5100547816485,-36.684675575462194,1.6400898597804,5076.2
202,63,self-employed,divorced,professional.course,yes,no,yes,cellular,jun,mon,1565,41,999,2,nonexistent,-1.8253447154853872,94.59143050261352,-49.12805848446088,4.493812314837091,5023.5
203,53,management,unknown,university.degree,no,yes,unknown,cellular,oct,thu,4251,35,999,5,nonexistent,-1.117547349126851,93.62315560907982,-44.62299000257556,0.9553929400150556,4991.6
204,36,student,unknown,high.school,no,yes,no,cellular,jun,tue,4015,11,999,2,success,1.0136717841793215,92.72352049740692,-47.70910304692119,3.304620049023613,5017.5
205,75,retired,married,professional.course,yes,unknown,yes,telephone,jun,wed,3996,12,999,3,success,0.14826182794668474,93.40974453064734,-47.09814582410068,3.254022777210583,5099.1
206,57,technician,married,illiterate,unknown,yes,yes,telephone,oct,tue,3238,45,999,4,nonexistent,-0.04833074025393458,92.3208329360096,-28.02641820279466,4.326853576532939,4963.6
207,54,blue-collar,unknown,basic.6y,yes,unknown,yes,cellular,nov,mon,4007,9,999,1,failure,-0.18891519183321304,93.71044496472899,-39.131368367373305,1.3597663127411934,5191.0
208,46,entrepreneur,married,university.degree,yes,yes,no,cellular,dec,tue,2617,17,999,0,nonexistent,0.32446815508533344,94.71737846751164,-37.88537436097635,3.332023785922743,5099.1
209,62,admin.,divorced,illiterate,yes,unknown,unknown,telephone,aug,thu,2275,37,999,6,failure,0.6627652595433999,93.09576295671417,-30.635219753000303,1.097108608991181,5008.7
210,57,admin.,divorced,basic.9y,unknown,unknown,no,cellular,apr,wed,1900,19,999,3,nonexistent,-3.2269297019852186,93.25957386882524,-47.365110920817735,2.503988488694849,4963.6
211,77,blue-collar,married,basic.6y,yes,yes,no,telephone,apr,thu,618,31,999,6,nonexistent,-2.498066608768088,92.90552390455127,-50.51671727273842,2.6288051968622486,5228.1
212,74,housemaid,unknown,illiterate,unknown,yes,unknown,cellular,nov,thu,3417,47,999,5,success,-0.3844842664193777,93.12222864191342,-46.211717144477134,3.673732171275674,5023.5
213,74,entrepreneur,single,high.school,unknown,unknown,no,telephone,dec,tue,4063,33,999,0,failure,-0.17651279011297794,94.24200801493804,-34.61020775131954,3.30573675876768,5008.7
214,24,self-employed,single,basic.9y,no,no,unknown,cellular,mar,mon,4601,18,999,2,failure,0.15047504040707516,92.98627385681766,-45.90091697335627,1.2737687649027698,5076.2
215,77,self-employed,divorced,basic.6y,unknown,unknown,no,telephone,may,thu,2377,25,999,1,failure,1.3381510287383986,92.2623348470486,-29.383755952201348,1.9237925233079682,5176.3
216,40,self-employed,married,illiterate,no,unknown,yes,cellular,apr,wed,1335,48,999,2,failure,0.7983962047466391,92.65560119503525,-45.79282260614191,4.979588486211206,5195.8
217,67,admin.,unknown,basic.4y,no,yes,no,telephone,dec,wed,4893,38,999,3,failure,-0.1704818167225901,94.27780950388293,-50.27308628542207,3.007361438346181,5191.0
218,42,technician,single,high.school,unknown,yes,unknown,telephone,dec,mon,3600,26,999,0,success,-0.22977032918972773,93.77005523518648,-49.07220013038697,3.9038623373605854,5195.8
219,42,admin.,single,basic.9y,unknown,no,no,cellular,dec,fri,3515,26,999,1,nonexistent,0.08578561235197446,93.25865974747342,-46.22687379737134,3.2172681179500553,5008.7
220,26,retired,divorced,basic.6y,no,unknown,unknown,cellular,mar,wed,2066,4,999,3,failure,-0.9256070182141141,93.19054018364903,-36.40574940866797,1.0111154608391817,4991.6
221,41,student,single,basic.9y,unknown,no,unknown,cellular,mar,wed,1334,2,999,4,nonexistent,-2.9946565680559742,94.25915308910355,-48.42481780646449,4.789414453751576,5076.2
222,47,admin.,divorced,basic.4y,unknown,yes,unknown,cellular,mar,mon,173,21,999,1,success,-1.5826146113139534,92.71832999024676,-42.202894861141445,1.2044824681054933,5008.7
223,49,retired,divorced,university.degree,no,no,unknown,cellular,aug,thu,4482,33,999,6,success,-1.1068193968002982,92.79085321641016,-38.673901950175534,1.8502212718296405,5099.1
224,68,blue-collar,single,professional.course,no,yes,no,telephone,apr,thu,1249,2,999,5,success,0.3106823299439565,93.28227290120827,-42.7971847387922,0.8621207399160302,5076.2
225,28,entrepreneur,married,basic.4y,unknown,yes,unknown,telephone,mar,fri,4804,6,999,2,success,-0.6206172415934805,92.92516918591598,-32.39585857688121,1.1399304668616967,5008.7
226,71,self-employed,unknown,basic.4y,no,unknown,unknown,cellular,dec,fri,4443,25,999,1,nonexistent,0.4601650580409897,94.66518389318269,-39.07855675756038,3.063813738551097,5076.2
227,46,services,single,basic.6y,no,yes,unknown,cellular,nov,fri,2372,16,999,2,nonexistent,-2.435602892649522,94.03963645308616,-36.48217341916538,4.963237417256377,5076.2
228,23,management,divorced,basic.4y,yes,unknown,unknown,telephone,sep,mon,1200,22,999,6,failure,1.0664697023084515,93.61339553038124,-34.514239557227405,3.739574486296006,5176.3
229,68,student,single,basic.6y,no,yes,yes,cellular,aug,wed,2859,24,999,6,failure,0.3925376586915985,92.57714612615773,-27.62678213357722,3.643645840965381,4963.6
230,27,management,single,professional.course,yes,unknown,no,cellular,jun,fri,4773,3,999,5,success,-1.8168240502099207,92.60616590997756,-45.34064575485612,2.6983623799394394,5195.8
231,59,blue-collar,unknown,professional.course,yes,no,unknown,cellular,aug,fri,506,44,999,2,failure,0.08934952866559787,92.28590664461322,-32.28871909126182,4.314615130836986,5228.1
232,45,blue-collar,divorced,university.degree,no,yes,no,telephone,dec,mon,2688,21,999,6,nonexistent,-3.083276721320739,93.11352053671533,-45.807330689052264,3.7269268023576663,4963.6
233,28,entrepreneur,divorced,basic.6y,no,yes,no,telephone,aug,wed,1144,24,999,2,success,1.204090380743613,93.10408947722148,-41.83101909944454,1.6204943465944872,5023.5
234,33,management,divorced,professional.course,yes,no,unknown,cellular,dec,tue,4536,21,999,2,failure,1.1975769482133871,94.00723031815808,-30.041156633744546,2.7697017402086583,5076.2
235,17,admin.,unknown,basic.9y,unknown,no,unknown,telephone,mar,tue,4623,16,999,6,success,1.209573765212434,93.78569823915716,-49.27978840229912,1.3506762098581602,5017.5
236,58,admin.,single,professional.course,unknown,yes,unknown,telephone,mar,thu,3267,22,999,3,failure,-1.470233534561682,93.39879841003139,-36.81656766491561,2.5942042750660823,5017.5
237,19,unemployed,married,basic.6y,no,no,yes,cellular,jun,thu,1978,40,999,2,success,-0.23651925655686545,94.41476524184071,-30.37778402000927,4.85032349817667,5076.2
238,27,blue-collar,single,professional.course,unknown,no,unknown,telephone,apr,wed,3152,23,999,1,nonexistent,-2.839903006421711,92.51888868961764,-38.757907406681376,3.6075517139524127,5176.3
239,22,self-employed,married,basic.6y,no,yes,yes,telephone,jul,thu,1748,34,999,5,failure,-2.7623519198828133,94.32723476600349,-44.30188901871596,4.537477671177146,5017.5
240,34,technician,unknown,high.school,unknown,yes,no,telephone,apr,wed,3701,12,999,4,success,-3.2543716299800742,94.3678775421128,-32.58282018368554,0.7934343405352215,5023.5
241,29,student,single,basic.9y,yes,unknown,unknown,cellular,apr,wed,3116,19,999,0,failure,-2.501612200863663,94.2464524743535,-41.28816675498589,4.541404321385309,5017.5
242,76,retired,unknown,illiterate,yes,unknown,no,cellular,oct,thu,1742,42,999,2,failure,0.5219785129712435,93.9950994099744,-28.04983662017844,1.3047023232520671,5017.5
243,33,housemaid,single,basic.9y,unknown,yes,unknown,cellular,nov,tue,1985,41,999,4,failure,-2.577613479017301,92.64513665455796,-33.32504666908723,1.0467375711001774,5195.8
244,59,technician,married,professional.course,no,unknown,yes,cellular,dec,thu,1245,28,999,3,failure,-2.924616430707209,93.38081090624067,-31.218314516695283,1.8154643792374774,4991.6
245,26,self-employed,unknown,basic.6y,unknown,unknown,yes,telephone,sep,fri,110,14,999,0,nonexistent,-1.3796413342894192,94.20682819473029,-36.48463447151827,3.307704333683548,5008.7
246,79,student,single,professional.course,yes,unknown,unknown,cellular,mar,tue,4033,6,999,6,success,-0.4824034729124076,92.36732741811998,-33.9102503130086,0.9916545859050214,5176.3
247,69,housemaid,unknown,high.school,no,yes,unknown,telephone,dec,wed,4805,27,999,2,failure,-1.8513963099734259,92.73639889402027,-38.39867662923963,3.813592841413526,5008.7
248,45,self-employed,divorced,basic.9y,unknown,unknown,yes,cellular,oct,thu,4587,1,999,3,failure,-1.238720531033279,92.82203840302918,-35.49618246407022,0.9313045059030718,5023.5
249,70,admin.,married,basic.6y,yes,unknown,unknown,cellular,jul,thu,1872,18,999,3,failure,-2.100492864172983,93.78724394427876,-29.351756938057814,3.8103640333950684,4991.6
250,77,services,married,basic.4y,no,unknown,unknown,cellular,oct,thu,1805,6,999,3,nonexistent,-2.380346525562429,93.76787908851792,-29.02996225034133,4.487236182508325,4991.6
251,26,blue-collar,divorced,basic.6y,unknown,no,yes,cellular,mar,fri,2999,9,999,5,failure,-0.6372657951239873,92.86412064231578,-44.08011541548771,0.6827684559298847,5195.8
252,20,self-employed,single,basic.4y,no,no,yes,telephone,aug,thu,3264,12,999,1,success,-2.735360699983917,92.63288672294236,-45.57078506843814,1.4509580966904605,4991.6
253,25,technician,single,basic.6y,unknown,unknown,yes,telephone,jun,fri,4688,3,999,5,nonexistent,0.71255191313865,93.8018888139571,-48.52302425967049,0.9727538029833185,5017.5
254,72,services,unknown,professional.course,unknown,unknown,no,cellular,jun,wed,3785,46,999,2,failure,-1.5612653100747829,93.96298868674324,-28.179616522748052,0.9807351936705115,5008.7
